group,size_group,gs_cat,gs_subcat,size_cat.subcat,group_in_cat.subcat,pathway,size_pathway,group_in_pathway,k/K,pval,FDR,qvalue,genes
int,225,C5,GO:BP,15653,174,GOBP_ACTIN_NUCLEATION,49,4,0.08163265306122448,0.002116465159007592,0.3978541138016094,0.3812429461340511,"c(""Wasf2"", ""Arpc3"", ""Jmy"", ""Arpc5l"")"
int,225,C5,GO:BP,15653,174,GOBP_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION,50,4,0.08,0.0022808092697030103,0.3978541138016094,0.3812429461340511,"c(""Hps4"", ""Bap1"", ""Srebf2"", ""Vps11"")"
int,225,C5,GO:BP,15653,174,GOBP_PROTEIN_LOCALIZATION_TO_MITOCHONDRION,124,6,0.04838709677419355,0.002621891872286953,0.3978541138016094,0.3812429461340511,"c(""Tomm5"", ""Timm21"", ""Hps4"", ""Bap1"", ""Srebf2"", ""Vps11"")"
int,225,C5,GO:BP,15653,174,GOBP_CENTRAL_NERVOUS_SYSTEM_PROJECTION_NEURON_AXONOGENESIS,26,3,0.11538461538461539,0.002908402923910543,0.3978541138016094,0.3812429461340511,"c(""Epha4"", ""Pafah1b1"", ""Nin"")"
int,225,C5,GO:BP,15653,174,GOBP_BONE_DEVELOPMENT,218,8,0.03669724770642202,0.0030618561045012587,0.3978541138016094,0.3812429461340511,"c(""Sh2b3"", ""Ctc1"", ""Foxc1"", ""Mef2d"", ""Wasf2"", ""Ski"", ""Pafah1b1"", ""Sulf2"")"
int,225,C5,GO:BP,15653,174,GOBP_REGULATION_OF_CYTOPLASMIC_TRANSPORT,28,3,0.10714285714285714,0.0036054898544200884,0.3978541138016094,0.3812429461340511,"c(""Eipr1"", ""Vps11"", ""Ezr"")"
int,225,C5,GO:BP,15653,174,GOBP_CYTOPLASMIC_MICROTUBULE_ORGANIZATION,57,4,0.07017543859649122,0.0036838346723408583,0.3978541138016094,0.3812429461340511,"c(""Wdr73"", ""Slk"", ""Pafah1b1"", ""Ezr"")"
int,225,C5,GO:BP,15653,174,GOBP_ACTIN_FILAMENT_ORGANIZATION,440,12,0.02727272727272727,0.0037940761807318457,0.3978541138016094,0.3812429461340511,"c(""Aldoa"", ""Wasf2"", ""Pak1"", ""Flii"", ""Rhog"", ""Abl1"", ""Arpc3"", ""Jmy"", ""Tsc1"", ""Ezr"", ""Zyx"", ""Arpc5l"")"
int,225,C5,GO:BP,15653,174,GOBP_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION,30,3,0.1,0.0043963589900321235,0.3978541138016094,0.3812429461340511,"c(""Setd1a"", ""Foxc1"", ""Abl1"")"
int,225,C5,GO:BP,15653,174,GOBP_NUCLEUS_ORGANIZATION,139,6,0.04316546762589928,0.0046027003495018905,0.3978541138016094,0.3812429461340511,"c(""Ubxn2b"", ""Irag2"", ""Wdr73"", ""Pafah1b1"", ""Sf1"", ""Rps19"")"
int,225,C5,GO:BP,15653,174,GOBP_CORTICAL_CYTOSKELETON_ORGANIZATION,61,4,0.06557377049180328,0.004702788827182232,0.3978541138016094,0.3812429461340511,"c(""Rhog"", ""Pafah1b1"", ""Fmnl1"", ""Ezr"")"
int,225,C5,GO:BP,15653,174,GOBP_ESTABLISHMENT_OF_CENTROSOME_LOCALIZATION,10,2,0.2,0.005213996618792584,0.3978541138016094,0.3812429461340511,"c(""Pafah1b1"", ""Ezr"")"
int,225,C5,GO:BP,15653,174,GOBP_PARAXIAL_MESODERM_MORPHOGENESIS,10,2,0.2,0.005213996618792584,0.3978541138016094,0.3812429461340511,"c(""Exoc4"", ""Foxc1"")"
int,225,C5,GO:BP,15653,174,GOBP_T_CELL_ACTIVATION_VIA_T_CELL_RECEPTOR_CONTACT_WITH_ANTIGEN_BOUND_TO_MHC_MOLECULE_ON_ANTIGEN_PRESENTING_CELL,10,2,0.2,0.005213996618792584,0.3978541138016094,0.3812429461340511,"c(""H2-DMb1"", ""Icam1"")"
int,225,C5,GO:BP,15653,174,GOBP_RIBOSOME_BIOGENESIS,292,9,0.030821917808219176,0.005431321054134854,0.3978541138016094,0.3812429461340511,"c(""Exosc5"", ""Rpp40"", ""Nsun3"", ""Rpp38"", ""Exosc4"", ""Tsc1"", ""Rpl35a"", ""Rps19"", ""Rps24"")"
int,225,C5,GO:BP,15653,174,GOBP_MITOCHONDRIAL_TRANSPORT,191,7,0.03664921465968586,0.005540296783511334,0.3978541138016094,0.3812429461340511,"c(""Bad"", ""Tomm5"", ""Timm21"", ""Hps4"", ""Bap1"", ""Srebf2"", ""Vps11"")"
int,225,C5,GO:BP,15653,174,GOBP_MICROTUBULE_ORGANIZING_CENTER_LOCALIZATION,33,3,0.09090909090909091,0.005766015904850288,0.3978541138016094,0.3812429461340511,"c(""Pafah1b1"", ""Nin"", ""Ezr"")"
int,225,C5,GO:BP,15653,174,GOBP_RESPONSE_TO_PROTOZOAN,33,3,0.09090909090909091,0.005766015904850288,0.3978541138016094,0.3812429461340511,"c(""Gbp3"", ""Gbp4"", ""Gbp7"")"
int,225,C5,GO:BP,15653,174,GOBP_STRESS_FIBER_ASSEMBLY,104,5,0.04807692307692308,0.006081677838387122,0.3978541138016094,0.3812429461340511,"c(""Wasf2"", ""Pak1"", ""Abl1"", ""Tsc1"", ""Zyx"")"
int,225,C5,GO:BP,15653,174,GOBP_REGULATION_OF_CELL_MORPHOGENESIS,298,9,0.030201342281879196,0.006181965653746104,0.3978541138016094,0.3812429461340511,"c(""Aldoa"", ""Epha4"", ""Rhog"", ""Pafah1b1"", ""Abl1"", ""Gna12"", ""Fmnl1"", ""Ezr"", ""Sema4a"")"
int,225,C5,GO:BP,15653,174,GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS,410,11,0.026829268292682926,0.0062019009139935785,0.3978541138016094,0.3812429461340511,"c(""Exosc5"", ""Rpp40"", ""Nsun3"", ""Rpp38"", ""Exosc4"", ""Sf1"", ""Tsc1"", ""Tarbp2"", ""Rpl35a"", ""Rps19"", ""Rps24"")"
int,225,C5,GO:BP,15653,174,GOBP_REGULATION_OF_CELL_SHAPE,148,6,0.04054054054054054,0.006224542814230292,0.3978541138016094,0.3812429461340511,"c(""Aldoa"", ""Rhog"", ""Gna12"", ""Fmnl1"", ""Ezr"", ""Sema4a"")"
int,225,C5,GO:BP,15653,174,GOBP_REGULATION_OF_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION,34,3,0.08823529411764706,0.006272995843650091,0.3978541138016094,0.3812429461340511,"c(""Setd1a"", ""Foxc1"", ""Abl1"")"
int,225,C5,GO:BP,15653,174,GOBP_NEGATIVE_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION,11,2,0.18181818181818182,0.006326302162923118,0.3978541138016094,0.3812429461340511,"c(""Epha4"", ""Abl1"")"
int,225,C5,GO:BP,15653,174,GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC_3_5,11,2,0.18181818181818182,0.006326302162923118,0.3978541138016094,0.3812429461340511,"c(""Exosc5"", ""Exosc4"")"
int,225,C5,GO:BP,15653,174,GOBP_SEROTONIN_METABOLIC_PROCESS,11,2,0.18181818181818182,0.006326302162923118,0.3978541138016094,0.3812429461340511,"c(""Pde1b"", ""Btbd9"")"
int,225,C5,GO:BP,15653,174,GOBP_BONE_CELL_DEVELOPMENT,35,3,0.08571428571428572,0.006805764601284412,0.40548029098178706,0.3885507158794231,"c(""Sh2b3"", ""Wasf2"", ""Pafah1b1"")"
int,225,C5,GO:BP,15653,174,GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_AXONOGENESIS,35,3,0.08571428571428572,0.006805764601284412,0.40548029098178706,0.3885507158794231,"c(""Epha4"", ""Pafah1b1"", ""Nin"")"
int,225,C5,GO:BP,15653,174,GOBP_NEGATIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE,69,4,0.057971014492753624,0.007275516203077759,0.4089088153956247,0.3918360928632986,"c(""Epha4"", ""Abl1"", ""Dusp10"", ""Ezr"")"
int,225,C5,GO:BP,15653,174,GOBP_LEUKOCYTE_CELL_CELL_ADHESION,363,10,0.027548209366391185,0.007470895527113912,0.4089088153956247,0.3918360928632986,"c(""Tmem131l"", ""Bad"", ""H2-DMb1"", ""Gcnt1"", ""Foxj1"", ""Stat5b"", ""Icam1"", ""Gfus"", ""Dusp10"", ""Ezr"")"
int,225,C5,GO:BP,15653,174,GOBP_CELLULAR_RESPONSE_TO_INTERFERON_GAMMA,110,5,0.045454545454545456,0.007676555781420562,0.4089088153956247,0.3918360928632986,"c(""Gbp3"", ""Gbp4"", ""Gbp7"", ""Txk"", ""Zyx"")"
int,225,C5,GO:BP,15653,174,GOBP_REGULATION_OF_DEVELOPMENTAL_GROWTH,311,9,0.028938906752411574,0.00808145940680977,0.4089088153956247,0.3918360928632986,"c(""Fto"", ""Nrcam"", ""Foxc1"", ""Stat5b"", ""Pafah1b1"", ""Abl1"", ""Dusp10"", ""Ezr"", ""Sema4a"")"
int,225,C5,GO:BP,15653,174,GOBP_POSITIVE_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION,72,4,0.05555555555555555,0.008439322513473206,0.4089088153956247,0.3918360928632986,"c(""Abl1"", ""Arid5a"", ""Txk"", ""Tlr7"")"
int,225,C5,GO:BP,15653,174,GOBP_ACTIN_FILAMENT_BUNDLE_ORGANIZATION,159,6,0.03773584905660377,0.008729104944373206,0.4089088153956247,0.3918360928632986,"c(""Wasf2"", ""Pak1"", ""Abl1"", ""Tsc1"", ""Ezr"", ""Zyx"")"
int,225,C5,GO:BP,15653,174,GOBP_CORPUS_CALLOSUM_DEVELOPMENT,13,2,0.15384615384615385,0.008841957044219905,0.4089088153956247,0.3918360928632986,"c(""Pafah1b1"", ""Nin"")"
int,225,C5,GO:BP,15653,174,GOBP_SNO_S_RNA_PROCESSING,13,2,0.15384615384615385,0.008841957044219905,0.4089088153956247,0.3918360928632986,"c(""Exosc5"", ""Exosc4"")"
int,225,C5,GO:BP,15653,174,GOBP_TRNA_5_LEADER_REMOVAL,13,2,0.15384615384615385,0.008841957044219905,0.4089088153956247,0.3918360928632986,"c(""Rpp40"", ""Rpp38"")"
int,225,C5,GO:BP,15653,174,GOBP_REGULATION_OF_T_CELL_DIFFERENTIATION,160,6,0.0375,0.008987903953629172,0.4089088153956247,0.3918360928632986,"c(""Tmem131l"", ""Bad"", ""Foxj1"", ""Stat5b"", ""Abl1"", ""Dusp10"")"
int,225,C5,GO:BP,15653,174,GOBP_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY,210,7,0.03333333333333333,0.009134358064886446,0.4089088153956247,0.3918360928632986,"c(""Camkv"", ""Nrcam"", ""Lrrtm1"", ""Epha4"", ""Pafah1b1"", ""Abl1"", ""Sema4a"")"
int,225,C5,GO:BP,15653,174,GOBP_POSITIVE_REGULATION_OF_DNA_REPLICATION,39,3,0.07692307692307693,0.00920069503272355,0.4089088153956247,0.3918360928632986,"c(""Faf1"", ""Ctc1"", ""Cdt1"")"
int,225,C5,GO:BP,15653,174,GOBP_NEGATIVE_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY,115,5,0.043478260869565216,0.009211285152463278,0.4089088153956247,0.3918360928632986,"c(""Tfap4"", ""Prkar1b"", ""Sh2b3"", ""Abl1"", ""Dusp10"")"
int,225,C5,GO:BP,15653,174,GOBP_ADULT_LOCOMOTORY_BEHAVIOR,76,4,0.05263157894736842,0.010171741488057042,0.42835693213967063,0.41047221365996894,"c(""Epha4"", ""Pafah1b1"", ""Btbd9"", ""Tsc1"")"
int,225,C5,GO:BP,15653,174,GOBP_POSITIVE_REGULATION_OF_B_CELL_DIFFERENTIATION,14,2,0.14285714285714285,0.010240773151276255,0.42835693213967063,0.41047221365996894,"c(""Bad"", ""Stat5b"")"
int,225,C5,GO:BP,15653,174,GOBP_PRIMARY_AMINO_COMPOUND_METABOLIC_PROCESS,14,2,0.14285714285714285,0.010240773151276255,0.42835693213967063,0.41047221365996894,"c(""Pde1b"", ""Btbd9"")"
int,225,C5,GO:BP,15653,174,GOBP_NEGATIVE_REGULATION_OF_MAPK_CASCADE,166,6,0.03614457831325301,0.010657290382398769,0.42835693213967063,0.41047221365996894,"c(""Sh2b3"", ""Epha4"", ""Pafah1b1"", ""Abl1"", ""Dusp10"", ""Ezr"")"
int,225,C5,GO:BP,15653,174,GOBP_T_CELL_DIFFERENTIATION,271,8,0.02952029520295203,0.010959691229234582,0.42835693213967063,0.41047221365996894,"c(""Tmem131l"", ""Bad"", ""Foxj1"", ""Stat5b"", ""Abl1"", ""Tsc1"", ""Dusp10"", ""Sema4a"")"
int,225,C5,GO:BP,15653,174,GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_INVOLVED_IN_INFLAMMATORY_RESPONSE,79,4,0.05063291139240506,0.011611915611579992,0.42835693213967063,0.41047221365996894,"c(""Alox5ap"", ""Bap1"", ""Dusp10"", ""Rps19"")"
int,225,C5,GO:BP,15653,174,GOBP_REGULATION_OF_PROTEIN_TARGETING,79,4,0.05063291139240506,0.011611915611579992,0.42835693213967063,0.41047221365996894,"c(""Hps4"", ""Bap1"", ""Srebf2"", ""Vps11"")"
int,225,C5,GO:BP,15653,174,GOBP_PROGESTERONE_METABOLIC_PROCESS,15,2,0.13333333333333333,0.011730622699937977,0.42835693213967063,0.41047221365996894,"c(""Cyp46a1"", ""Stat5b"")"
int,225,C5,GO:BP,15653,174,GOBP_REGULATION_OF_TRANSCRIPTION_OF_NUCLEOLAR_LARGE_RRNA_BY_RNA_POLYMERASE_I,15,2,0.13333333333333333,0.011730622699937977,0.42835693213967063,0.41047221365996894,"c(""Mars1"", ""Dedd"")"
int,225,C5,GO:BP,15653,174,GOBP_RESPIRATORY_BURST_INVOLVED_IN_DEFENSE_RESPONSE,15,2,0.13333333333333333,0.011730622699937977,0.42835693213967063,0.41047221365996894,"c(""Dusp10"", ""Rps19"")"
int,225,C5,GO:BP,15653,174,GOBP_RNA_SURVEILLANCE,15,2,0.13333333333333333,0.011730622699937977,0.42835693213967063,0.41047221365996894,"c(""Exosc5"", ""Exosc4"")"
int,225,C5,GO:BP,15653,174,GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,393,10,0.02544529262086514,0.01258917213432461,0.430461854907867,0.41248925189004737,"c(""Stub1"", ""Svip"", ""Faf1"", ""Pak1"", ""Flii"", ""Cdt1"", ""Nin"", ""Abl1"", ""Arpc3"", ""Arpc5l"")"
int,225,C5,GO:BP,15653,174,GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS,81,4,0.04938271604938271,0.012641238705086516,0.430461854907867,0.41248925189004737,"c(""Bad"", ""Faf1"", ""Dedd"", ""Icam1"")"
int,225,C5,GO:BP,15653,174,GOBP_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION,44,3,0.06818181818181818,0.01280643120850057,0.430461854907867,0.41248925189004737,"c(""Epha4"", ""Cyp46a1"", ""Abl1"")"
int,225,C5,GO:BP,15653,174,GOBP_REGULATION_OF_P38MAPK_CASCADE,44,3,0.06818181818181818,0.01280643120850057,0.430461854907867,0.41248925189004737,"c(""Rell1"", ""Dusp10"", ""Ezr"")"
int,225,C5,GO:BP,15653,174,GOBP_ACTIN_FILAMENT_SEVERING,16,2,0.125,0.013309332969766205,0.430461854907867,0.41248925189004737,"c(""Flii"", ""Fmnl1"")"
int,225,C5,GO:BP,15653,174,GOBP_CELLULAR_RESPONSE_TO_ESTROGEN_STIMULUS,16,2,0.125,0.013309332969766205,0.430461854907867,0.41248925189004737,"c(""Sfr1"", ""Arid5a"")"
int,225,C5,GO:BP,15653,174,GOBP_SNO_S_RNA_METABOLIC_PROCESS,16,2,0.125,0.013309332969766205,0.430461854907867,0.41248925189004737,"c(""Exosc5"", ""Exosc4"")"
int,225,C5,GO:BP,15653,174,GOBP_TRNA_5_END_PROCESSING,16,2,0.125,0.013309332969766205,0.430461854907867,0.41248925189004737,"c(""Rpp40"", ""Rpp38"")"
int,225,C5,GO:BP,15653,174,GOBP_LONG_TERM_SYNAPTIC_POTENTIATION,84,4,0.047619047619047616,0.01429165370030046,0.44027353315859025,0.42189127387012026,"c(""Lrrtm1"", ""Epha4"", ""Cyp46a1"", ""Abl1"")"
int,225,C5,GO:BP,15653,174,GOBP_LAMELLIPODIUM_MORPHOGENESIS,17,2,0.11764705882352941,0.01497476781091773,0.44027353315859025,0.42189127387012026,"c(""Snx2"", ""Wasf2"")"
int,225,C5,GO:BP,15653,174,GOBP_MEGAKARYOCYTE_DEVELOPMENT,17,2,0.11764705882352941,0.01497476781091773,0.44027353315859025,0.42189127387012026,"c(""Sh2b3"", ""Wasf2"")"
int,225,C5,GO:BP,15653,174,GOBP_PARAXIAL_MESODERM_DEVELOPMENT,17,2,0.11764705882352941,0.01497476781091773,0.44027353315859025,0.42189127387012026,"c(""Exoc4"", ""Foxc1"")"
int,225,C5,GO:BP,15653,174,GOBP_REGULATION_OF_RESPIRATORY_BURST,17,2,0.11764705882352941,0.01497476781091773,0.44027353315859025,0.42189127387012026,"c(""Dusp10"", ""Rps19"")"
int,225,C5,GO:BP,15653,174,GOBP_INTERMEMBRANE_LIPID_TRANSFER,47,3,0.06382978723404255,0.015305290104767309,0.44027353315859025,0.42189127387012026,"c(""Prelid3a"", ""Atg2a"", ""C2cd2l"")"
int,225,C5,GO:BP,15653,174,GOBP_RESPONSE_TO_EPIDERMAL_GROWTH_FACTOR,47,3,0.06382978723404255,0.015305290104767309,0.44027353315859025,0.42189127387012026,"c(""Mars1"", ""Foxc1"", ""Stat5b"")"
int,225,C5,GO:BP,15653,174,GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE,288,8,0.027777777777777776,0.015336992400939336,0.44027353315859025,0.42189127387012026,"c(""Alox5ap"", ""Stat5b"", ""Pak1"", ""Crebbp"", ""Cnr1"", ""Txk"", ""Tlr7"", ""Rps19"")"
int,225,C5,GO:BP,15653,174,GOBP_REGULATION_OF_CELL_SIZE,180,6,0.03333333333333333,0.015387334495954584,0.44027353315859025,0.42189127387012026,"c(""Nrcam"", ""Pafah1b1"", ""Abl1"", ""Tsc1"", ""Ezr"", ""Sema4a"")"
int,225,C5,GO:BP,15653,174,GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,132,5,0.03787878787878788,0.015989144910359507,0.44027353315859025,0.42189127387012026,"c(""Alox5ap"", ""Stat5b"", ""Cnr1"", ""Tlr7"", ""Rps19"")"
int,225,C5,GO:BP,15653,174,GOBP_RESPONSE_TO_INTERFERON_GAMMA,132,5,0.03787878787878788,0.015989144910359507,0.44027353315859025,0.42189127387012026,"c(""Gbp3"", ""Gbp4"", ""Gbp7"", ""Txk"", ""Zyx"")"
int,225,C5,GO:BP,15653,174,GOBP_REGULATION_OF_CELLULAR_COMPONENT_SIZE,349,9,0.025787965616045846,0.016211694464521097,0.44027353315859025,0.42189127387012026,"c(""Nrcam"", ""Flii"", ""Pafah1b1"", ""Abl1"", ""Arpc3"", ""Tsc1"", ""Ezr"", ""Sema4a"", ""Arpc5l"")"
int,225,C5,GO:BP,15653,174,GOBP_LEUKOCYTE_HOMEOSTASIS,88,4,0.045454545454545456,0.016695907730543778,0.44027353315859025,0.42189127387012026,"c(""Sh2b3"", ""Stat5b"", ""Abl1"", ""Bap1"")"
int,225,C5,GO:BP,15653,174,GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION,88,4,0.045454545454545456,0.016695907730543778,0.44027353315859025,0.42189127387012026,"c(""Mid1"", ""Pak1"", ""Nin"", ""Abl1"")"
int,225,C5,GO:BP,15653,174,GOBP_NUCLEOLAR_LARGE_RRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_I,18,2,0.1111111111111111,0.01672482710725569,0.44027353315859025,0.42189127387012026,"c(""Mars1"", ""Dedd"")"
int,225,C5,GO:BP,15653,174,GOBP_REGULATION_OF_EARLY_ENDOSOME_TO_LATE_ENDOSOME_TRANSPORT,18,2,0.1111111111111111,0.01672482710725569,0.44027353315859025,0.42189127387012026,"c(""Vps11"", ""Ezr"")"
int,225,C5,GO:BP,15653,174,GOBP_NEURON_RECOGNITION,49,3,0.061224489795918366,0.017113105529132484,0.44027353315859025,0.42189127387012026,"c(""Nrcam"", ""Epha4"", ""Cnr1"")"
int,225,C5,GO:BP,15653,174,GOBP_REGULATION_OF_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS,49,3,0.061224489795918366,0.017113105529132484,0.44027353315859025,0.42189127387012026,"c(""Bad"", ""Hmgn3"", ""C2cd2l"")"
int,225,C5,GO:BP,15653,174,GOBP_ADP_METABOLIC_PROCESS,89,4,0.0449438202247191,0.01733408221744958,0.44094788921691963,0.42253747427751137,"c(""Ak3"", ""Bad"", ""Aldoa"", ""Slc4a4"")"
int,225,C5,GO:BP,15653,174,GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC,19,2,0.10526315789473684,0.018557446246768937,0.4584655317292042,0.4393237218215966,"c(""Exosc5"", ""Exosc4"")"
int,225,C5,GO:BP,15653,174,GOBP_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION,188,6,0.031914893617021274,0.018660771964910887,0.4584655317292042,0.4393237218215966,"c(""Tmem131l"", ""Bad"", ""Foxj1"", ""Stat5b"", ""Abl1"", ""Dusp10"")"
int,225,C5,GO:BP,15653,174,GOBP_NEGATIVE_REGULATION_OF_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE,51,3,0.058823529411764705,0.01903522967426908,0.4584655317292042,0.4393237218215966,"c(""Pafah1b1"", ""Dusp10"", ""Ezr"")"
int,225,C5,GO:BP,15653,174,GOBP_POSITIVE_REGULATION_OF_STRESS_FIBER_ASSEMBLY,51,3,0.058823529411764705,0.01903522967426908,0.4584655317292042,0.4393237218215966,"c(""Pak1"", ""Abl1"", ""Tsc1"")"
int,225,C5,GO:BP,15653,174,GOBP_RESPONSE_TO_AMYLOID_BETA,51,3,0.058823529411764705,0.01903522967426908,0.4584655317292042,0.4393237218215966,"c(""Calcr"", ""Epha4"", ""Icam1"")"
int,225,C5,GO:BP,15653,174,GOBP_COGNITION,301,8,0.026578073089700997,0.0194532197501255,0.4597290916800309,0.44053452573579305,"c(""Pde1b"", ""Prkar1b"", ""Pafah1b1"", ""Abl1"", ""Btbd9"", ""Cnr1"", ""Gpr155"", ""Tsc1"")"
int,225,C5,GO:BP,15653,174,GOBP_PEPTIDE_TRANSPORT,247,7,0.02834008097165992,0.020615033262631508,0.4597290916800309,0.44053452573579305,"c(""Bad"", ""Slc15a1"", ""Hmgn3"", ""Tap2"", ""Eipr1"", ""Cnr1"", ""C2cd2l"")"
int,225,C5,GO:BP,15653,174,GOBP_POSITIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE,141,5,0.03546099290780142,0.020653269872086683,0.4597290916800309,0.44053452573579305,"c(""Stat5b"", ""Pak1"", ""Crebbp"", ""Txk"", ""Rps19"")"
int,225,C5,GO:BP,15653,174,GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS,489,11,0.022494887525562373,0.020893992740593125,0.4597290916800309,0.44053452573579305,"c(""Stub1"", ""Faf1"", ""Lrrtm1"", ""Wasf2"", ""Atg2a"", ""Pak1"", ""Cdt1"", ""Nin"", ""Abl1"", ""Tsc1"", ""Sema4a"")"
int,225,C5,GO:BP,15653,174,GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION,193,6,0.031088082901554404,0.02093255015369979,0.4597290916800309,0.44053452573579305,"c(""Wasf2"", ""Pak1"", ""Flii"", ""Abl1"", ""Tsc1"", ""Zyx"")"
int,225,C5,GO:BP,15653,174,GOBP_LOCOMOTORY_BEHAVIOR,193,6,0.031088082901554404,0.02093255015369979,0.4597290916800309,0.44053452573579305,"c(""Pde1b"", ""Lrrtm1"", ""Epha4"", ""Pafah1b1"", ""Btbd9"", ""Tsc1"")"
int,225,C5,GO:BP,15653,174,GOBP_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION,365,9,0.024657534246575342,0.02101210316047187,0.4597290916800309,0.44053452573579305,"c(""Mid1"", ""Wasf2"", ""Pak1"", ""Flii"", ""Nin"", ""Abl1"", ""Arpc3"", ""Tsc1"", ""Arpc5l"")"
int,225,C5,GO:BP,15653,174,GOBP_HISTONE_MODIFICATION,490,11,0.022448979591836733,0.021173659809875255,0.4597290916800309,0.44053452573579305,"c(""Hlcs"", ""Padi3"", ""Setd1a"", ""Crebbp"", ""Ski"", ""Brpf1"", ""Kdm4b"", ""Arid5a"", ""Bap1"", ""Kat6b"", ""Epc2"")"
