group,size_group,gs_cat,gs_subcat,size_cat.subcat,group_in_cat.subcat,pathway,size_pathway,group_in_pathway,k/K,pval,FDR,qvalue,genes
int,225,H,,4394,56,HALLMARK_GLYCOLYSIS,200,3,0.015,0.4727576933576595,0.7855192362263449,0.7809255564823311,"c(""Ak3"", ""Aldoa"", ""Gfus"")"
int,225,H,,4394,56,HALLMARK_HYPOXIA,200,3,0.015,0.4727576933576595,0.7855192362263449,0.7809255564823311,"c(""Slc2a1"", ""Aldoa"", ""Pygm"")"
int,225,H,,4394,56,HALLMARK_INFLAMMATORY_RESPONSE,201,3,0.014925373134328358,0.4760918084833139,0.7855192362263449,0.7809255564823311,"c(""Rhog"", ""Icam1"", ""Slc4a4"")"
int,225,H,,4394,56,HALLMARK_MTORC1_SIGNALING,201,3,0.014925373134328358,0.4760918084833139,0.7855192362263449,0.7809255564823311,"c(""Slc2a1"", ""Aldoa"", ""Arpc5l"")"
int,225,H,,4394,56,HALLMARK_MYOGENESIS,201,3,0.014925373134328358,0.4760918084833139,0.7855192362263449,0.7809255564823311,"c(""Mef2d"", ""Flii"", ""Pygm"")"
int,225,H,,4394,56,HALLMARK_INTERFERON_GAMMA_RESPONSE,206,3,0.014563106796116505,0.49262354248236095,0.7855192362263449,0.7809255564823311,"c(""Gbp3"", ""Gbp4"", ""Icam1"")"
int,225,H,,4394,56,HALLMARK_TGF_BETA_SIGNALING,54,1,0.018518518518518517,0.5018595120334981,0.7855192362263449,0.7809255564823311,Ski
int,225,H,,4394,56,HALLMARK_MYC_TARGETS_V2,58,1,0.017241379310344827,0.5270851846130284,0.7906277769195427,0.7860042226685512,Exosc5
int,225,H,,4394,56,HALLMARK_CHOLESTEROL_HOMEOSTASIS,75,1,0.013333333333333334,0.621007463418713,0.8942507473229467,0.8890212107888945,Srebf2
int,225,H,,4394,56,HALLMARK_PROTEIN_SECRETION,96,1,0.010416666666666666,0.7120433715198673,0.9051117583893856,0.8998187071707344,Snx2
int,225,H,,4394,56,HALLMARK_G2M_CHECKPOINT,198,2,0.010101010101010102,0.7265077236399129,0.9051117583893856,0.8998187071707344,"c(""Pafah1b1"", ""Abl1"")"
int,225,H,,4394,56,HALLMARK_INTERFERON_ALPHA_RESPONSE,100,1,0.01,0.726765154358967,0.9051117583893856,0.8998187071707344,Gbp3
int,225,H,,4394,56,HALLMARK_IL2_STAT5_SIGNALING,199,2,0.010050251256281407,0.7291178053692273,0.9051117583893856,0.8998187071707344,"c(""Gbp3"", ""Tlr7"")"
int,225,H,,4394,56,HALLMARK_BILE_ACID_METABOLISM,112,1,0.008928571428571428,0.7666355662022071,0.9199626794426484,0.9145827807324576,Cyp46a1
int,225,H,,4394,56,HALLMARK_UV_RESPONSE_DN,144,1,0.006944444444444444,0.8470972518179669,0.9304672817745052,0.9250259526413209,Gcnt1
int,225,H,,4394,56,HALLMARK_FATTY_ACID_METABOLISM,157,1,0.006369426751592357,0.871346352581276,0.9304672817745052,0.9250259526413209,Aldoa
int,225,H,,4394,56,HALLMARK_HEME_METABOLISM,194,1,0.005154639175257732,0.9215296710397229,0.9304672817745052,0.9250259526413209,Slc2a1
int,225,H,,4394,56,HALLMARK_OXIDATIVE_PHOSPHORYLATION,199,1,0.005025125628140704,0.9266257337234102,0.9304672817745052,0.9250259526413209,Ndufb4
int,225,H,,4394,56,HALLMARK_TNFA_SIGNALING_VIA_NFKB,200,1,0.005,0.9276052233328236,0.9304672817745052,0.9250259526413209,Icam1
int,225,H,,4394,56,HALLMARK_KRAS_SIGNALING_UP,203,1,0.0049261083743842365,0.9304672817745052,0.9304672817745052,0.9250259526413209,Nin
